,PGM_SYS_ACRNMS,PERMIT_TYPE,PERMID_ID,PRIMARY_NAME,LATITUDE83,LONGITUDE83,HUC_CODE,FRS_FACILITY_DETAIL_REPORT_URL
32,NPDES:ORU000241,NPDES,ORU000241,"AGRICULTURE, FOREST SERVICE",NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011004590
33,NPDES:ORU000187,NPDES,ORU000187,"DEFENSE, ARMY COE",NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011005036
36,NPDES:ORR10F678,NPDES,ORR10F678,ROGUE REGENCY SOUTH LOT,42.3525,-122.8745,17100308,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070628017
41,NPDES:ORR10F715,NPDES,ORR10F715,CALLOWAY CREEK PHASE 2 SUBDIVISION,44.6639,-123.2153,17090003,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070628318
42,NPDES:ORR10F128,NPDES,ORR10F128,CALLOWAY CREEK SUBDIVISION,44.6644,-123.2124,17090003,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070229089
44,NPDES:ORR10E602,NPDES,ORR10E602,SERVPRO,44.67193,-123.2221,17090003,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069561218
46,NPDES:ORR10F256,NPDES,ORR10F256,WILLIAM R. CARR SUBDIVISION,44.6733,-123.2215,17090003,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070229495
64,NPDES:ORU000438,NPDES,ORU000438,"WEATHERS, JERRY & SHARON - DBA WEATHERS LAND AND CATTLE",45.69164,-118.4132,17070103,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110006696502
82,NPDES:ORU000390,NPDES,ORU000390,ALMEIDA DAIRY,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011003412
97,NPDES:ORR10B693,NPDES,ORR10B693,13TH AVENUE PROPERTY,44.62618,-123.12515,17090003,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069591034
171,NPDES:ORR10E081,NPDES,ORR10E081,ALBANY HEIGHTS PHASE 2,44.6693,-123.1287,17090003,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069592845
179,NPDES:ORR801058,NPDES,ORR801058,ALBANY MUNICIPAL AIRPORT,44.644469,-123.058389,17090003,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069563822
198,NPDES:ORR801061,NPDES,ORR801061,ALLIED WASTE OF ALBANY LEBANON,44.6285,-123.10082,17090003,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069596468
214,NPDES:ORR10E812,NPDES,ORR10E812,AYSO TIMBER LINN PARK FIELDS,44.6443,-123.05544,17090003,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070227044
215,NPDES:ORR603757,NPDES,ORR603757,B & R AUTO WRECKING,44.63225,-123.04816,17090003,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069606153
233,NPDES:ORR10F414,NPDES,ORR10F414,BRANDIS MEADOWS,44.63945,-123.04813,17090003,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070263720
329,NPDES:ORR803734,NPDES,ORR803734,GORDON TRUCKING,44.692842,-123.05926,17090003,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069585381
346,NPDES:ORR10D931,NPDES,ORR10D931,HENSHAW FARMS,44.59055,-123.07969,17090003,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069601666
347,NPDES:ORR10E916,NPDES,ORR10E916,HICKORY HOLLOW APARTMENTS,44.644259,-123.114201,17090003,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070229169
413,NPDES:ORR10F085,NPDES,ORR10F085,LOVE'S TRAVEL CENTER - MILLERSBURG,44.698927,-123.055759,17090003,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070227588
414,NPDES:ORR10D930,NPDES,ORR10D930,"LOWE'S OF ALBANY, OR #3057",44.63,-123.09,17090003,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110066926269
461,NPDES:ORR10F207,NPDES,ORR10F207,NEW ELEMENTARY SCHOOL,44.64494,-123.04162,17090003,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070228576
463,NPDES:ORR10D818,NPDES,ORR10D818,NEWMAN WEST,44.647962,-123.050545,17090003,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069582838
515,NPDES:ORG753562,NPDES,ORG753562,PETERSON MACHINERY CO.,44.565942,-123.15684,17090003,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069586282
517,NPDES:ORR10F690,NPDES,ORR10F690,PHEASANT RUN SUBDIVISION,44.66286,-123.12764,17090003,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070625650
533,NPDES:ORR10F422,NPDES,ORR10F422,PROCESS POND CLOSURE,44.56915,-123.04915,17090003,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070266105
573,NPDES:ORR10F339,NPDES,ORR10F339,SCHOOL DISTRICT BUS TRANSPORTATION FACILITY,44.6182,-123.102,17090003,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070263280
598,NPDES:ORR10F239,NPDES,ORR10F239,SOMERSET SUBDIVISION,44.6507,-123.043,17090003,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070231798
631,NPDES:ORR10F736,NPDES,ORR10F736,THE BANKS,44.6429,-123.08371,17090003,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070626500
633,NPDES:ORR10F309,NPDES,ORR10F309,THE STORAGE DEPOT,44.6166,-123.1019,17090003,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070264440
636,NPDES:ORR10F412,NPDES,ORR10F412,TIMBER RIDGE PLACE APARTMENTS,44.6442,-123.05357,17090003,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070265174
664,NPDES:ORR801941,NPDES,ORR801941,UPS - ALBANY,44.55321,-123.06534,17090003,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069561469
676,NPDES:ORR10E080,NPDES,ORR10E080,VREELAND ESTATES PHASE 2,44.61175,-123.06492,17090003,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069561619
680,NPDES:ORU000325,NPDES,ORU000325,"WAHL, TONY - BEEF CATTLE FEEDLOT",NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110009155662
685,NPDES:ORR10E766,NPDES,ORR10E766,WASTEWATER TREATMENT SYSTEM - CLOSURE PLAN,44.66992,-123.06259,17090003,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070230526
696,NPDES:ORR10E753,NPDES,ORR10E753,WHITE OAK SUBDIVISION,44.6655,-123.13688,17090003,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070229866
705,NPDES:ORR10E547,NPDES,ORR10E547,"WINCO FOODS LLC, STORE NO 141",44.64168,-123.06635,17090003,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069584630
735,NPDES:ORR320092,NPDES,ORR320092,ALOHA QUARRY,45.45891,-122.90113,17090010,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069561496
915,NPDES:ORR10E406,NPDES,ORR10E406,SW QUADRANT COMMUNITY PARK,45.48185,-122.85147,17090010,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069606126
916,NPDES:ORR10E281,NPDES,ORR10E281,WATER LANE,44.3371,-123.3579,17090003,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069570565
934,NPDES:ORR323621,NPDES,ORR323621,ALSEA QUARRIES,44.359871,-123.586707,17100205,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069561174
976,NPDES:ORU000389,NPDES,ORU000389,BRINKMANN PORK FARM,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110022907791
996,NPDES:ORR323029,NPDES,ORR323029,JOHN F. KAMPH QUARRY,45.119511,-123.137563,17090008,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069565839
1010,NPDES:ORR10E973,NPDES,ORR10E973,RICE LANE SUBDIVISION,45.12171,-123.20202,17090008,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070231991
1011,NPDES:ORU000369,NPDES,ORU000369,SILVEIRA DAIRY RANCH,45.04124,-123.35066,17090008,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110006661727
1012,NPDES:ORR322060,NPDES,ORR322060,STARR QUARRY,45.156,-123.13296,17090008,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069572082
1013,NPDES:ORR322061,NPDES,ORR322061,STEPHENS QUARRY,45.1256,-123.1405,17090008,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069596100
1034,NPDES:ORR10F877,NPDES,ORR10F877,"WATER TRANSMISSION, STORAGE AND DISTRIBUTION IMPROVEMENTS PROJECT",44.92,-120.732,17070307,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070625070
1035,NPDES:ORR10F850,NPDES,ORR10F850,WFR CANYON UPGRADES,44.835,-120.482,17070204,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070627063
1041,NPDES:ORU000348,NPDES,ORU000348,"EVERMAN, TOM - HORSE FARM (RAISE/TRAIN/BOARD)",NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011003172
1043,NPDES:ORR10F159,NPDES,ORR10F159,THOMPSON CREEK ROAD GRADING AND EXCAVATION,42.20015,-123.20638,17100309,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070226764
1094,NPDES:ORR10F188,NPDES,ORR10F188,PORT OF ARLINGTON FLEX BUILDING,45.7194,-120.1769,17070101,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070230936
1129,NPDES:ORR10E360,NPDES,ORR10E360,AHS TURF FIELD,42.19077,-122.69925,17100308,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069585470
1139,NPDES:ORG383519,NPDES,ORG383519,ASHLAND  WTP,42.1684,-122.7131,17100308,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069579209
1160,NPDES:ORR801071,NPDES,ORR801071,ASHLAND MUNICIPAL AIRPORT/SUMNER-PARKER FIELD,42.187233,-122.654432,17100308,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069579003
1204,NPDES:ORR10C998,NPDES,ORR10C998,CALDERA BREWING COMPANY,42.183292,-122.663126,17100308,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110066882467
1205,NPDES:ORR10F902,NPDES,ORR10F902,CALLAHAN'S SITE,42.076,-122.6,17100308,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070626900
1226,NPDES:ORR221349,NPDES,ORR221349,CROMAN CORP. LUMBER DIVISION,42.1744,-122.666577,17100308,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110066897031
1231,NPDES:ORR10E322,NPDES,ORR10E322,DAREX EXPANSION,42.20136,-122.70856,17100308,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069600140
1240,NPDES:ORR10F154,NPDES,ORR10F154,EAST MAIN SUBDIVISION,42.19395,-122.69927,17100308,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070227762
1265,NPDES:ORR10F163,NPDES,ORR10F163,HELMAN HEIGHTS,42.209263,-122.71214,17100308,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070230313
1266,NPDES:ORR10F776,NPDES,ORR10F776,HERSEY STREET RECONSTRUCTION,42.20408,-122.71789,17100308,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070628001
1269,NPDES:ORR10F302,NPDES,ORR10F302,HOWARD PRAIRIE DAM MODIFICATIONS,42.201383,-122.380207,18010206,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070266181
1271,NPDES:ORR10E945,NPDES,ORR10E945,HYATT DAM MODIFICATION,42.17316,-122.47161,18010206,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070229198
1274,NPDES:ORR10E546,NPDES,ORR10E546,IRVINE VINEYARDS,42.17865,-122.63218,17100308,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069561129
1298,NPDES:ORR10E298,NPDES,ORR10E298,MCNEAL PAVILION DEMOLITION PROJECT,42.187134,-122.690373,17100308,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069576747
1393,NPDES:ORR10E625,NPDES,ORR10E625,VERDE VILLAGE,42.2111,-122.7135,17100308,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070048283
1398,NPDES:ORR10E933,NPDES,ORR10E933,WETLAND MITIGATION,42.188,-122.6425,17100308,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070231644
1409,NPDES:ORR10D958,NPDES,ORR10D958,16TH STREET CSO SEPARATION,46.1851,-123.8251,17080006,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069562235
1410,NPDES:ORR10E515,NPDES,ORR10E515,2016 WATERLINE IMPROVEMENTS,46.121,-123.762,17080006,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069572402
1436,NPDES:ORU000407,NPDES,ORU000407,ALDER HILL FARM,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011003145
1437,NPDES:ORR10F773,NPDES,ORR10F773,AMCCO UPLAND AND SEDIMENT REMEDIATION PLAN,46.14447,-123.86137,17080006,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070627027
1448,NPDES:ORR10F579,NPDES,ORR10F579,ASTORIA CO OP GROCERY STORE,46.18869,-123.815572,17080006,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070528416
1449,NPDES:ORR10F001,NPDES,ORR10F001,ASTORIA FAMILY HOUSING PHASE II,46.1814,-123.8445,17080006,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070229421
1473,NPDES:ORR507036,NPDES,ORR507036,ASTORIA TRANSFER STATION,46.1765,-123.8168,17080006,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069591695
1484,NPDES:ORR10E722,NPDES,ORR10E722,BELLA RIDGE,46.1494,-123.8413,17080006,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070048364
1487,NPDES:ORG130012,NPDES,ORG130012,BIG CREEK STATE FISH HATCHERY,46.089127,-123.718527,17080006,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069608348
1494,NPDES:ORR322289,NPDES,ORR322289,BRADLEY PIT,46.1672,-123.4473,17080003,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069580153
1526,NPDES:ORR106006,NPDES,ORR106006,CLATSOP COUNTY PUBLIC WORKS,46.17313,-123.83113,17080006,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069568373
1531,NPDES:ORR10E504,NPDES,ORR10E504,CMH-OHSU KNIGHT CANCER COLLABORATIVE,46.18834,-123.82181,17080006,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069560629
1540,NPDES:ORU000425,NPDES,ORU000425,COWAN DAIRY,46.123163,-123.868996,17080006,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110006696762
1575,NPDES:ORR10F917,NPDES,ORR10F917,HANSON DEVELOPMENT,46.16798,-123.6314,17080006,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070625692
1582,NPDES:ORR320242,NPDES,ORR320242,HIENZ PIT,46.0976,-123.7434,17080006,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069598073
1607,NPDES:ORR227199,NPDES,ORR227199,L&C SORT YARD,46.104774,-123.864849,17080006,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069601309
1628,NPDES:ORR10B690,NPDES,ORR10B690,MERIWETHERS BAY ESTATES,46.1437,-123.8426,17080006,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069601586
1630,NPDES:ORU000329,NPDES,ORU000329,MIDOAKS JERSEY FARM,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011003662
1637,NPDES:ORR807335,NPDES,ORR807335,MORISSE LOGGING,46.15517,-123.83585,17080006,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070625693
1639,NPDES:ORG400002,NPDES,ORG400002,N/A,46.1655,-123.7525,17080006,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069578022
1645,NPDES:ORR320139,NPDES,ORR320139,NORTHWEST READY MIX,46.1732,-123.83323,17080006,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069473830
1675,NPDES:ORG520012,NPDES,ORG520012,PACIFIC COAST AT DEL MAR,46.19128,-123.83858,17080006,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069596011
1680,NPDES:ORG400004,NPDES,ORG400004,"PAUL LARSON, JOHN & DAVE MYZAARD",46.171191,-123.656055,17080006,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069603548
1685,NPDES:ORR801076,NPDES,ORR801076,PORT OF ASTORIA,46.187578,-123.856927,17080006,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110060942173
1687,NPDES:ORR203384,NPDES,ORR203384,PORT OF ASTORIA - TONGUE POINT,46.20744,-123.76666,17080006,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069470478
1688,NPDES:ORR10E452,NPDES,ORR10E452,PORT OF ASTORIA TIER II STORMWATER SYSTEM IMPROVEMENTS,46.1866,-123.8601,17080006,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069560610
1692,NPDES:ORG400008,NPDES,ORG400008,RANDY & BRENDA WALL,46.15823,-123.66042,17080006,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069609481
1694,NPDES:ORU000327,NPDES,ORU000327,RICHARD H. LEE DAIRY,46.15238,-123.80627,17080006,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110006696913
1695,NPDES:ORR328039,NPDES,ORR328039,RIEKKOLA QUARRY,46.0923,-123.7344,17080006,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069609294
1709,NPDES:ORG400005,NPDES,ORG400005,SHAWN TEEVIN,46.16964,-123.61433,17080006,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069572037
1713,NPDES:ORG520018,NPDES,ORG520018,"SOLAS MARINE, INC.",46.1916,-123.8352,17080006,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069578424
1730,NPDES:ORG400007,NPDES,ORG400007,THOMAS BROWNSON,46.16639,-123.75422,17080006,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069563243
1760,NPDES:ORU000328,NPDES,ORU000328,WAIT DAIRY,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110009155671
1761,NPDES:ORR10E094,NPDES,ORR10E094,WALLOOSKEE-YOUNGS CONFLUENCE RESTORATION PROJECT,46.15238,-123.80627,17080006,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069578558
1824,NPDES:ORR10F022,NPDES,ORR10F022,APOSTOLIC CHRISTIAN FAITH CHURCH PROJECT,44.85787,-122.85286,17090007,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070231137
1844,NPDES:ORR10F025,NPDES,ORR10F025,CLOVER SUBDIVISION,44.84454,-122.8699,17090007,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070231935
1851,NPDES:ORR10E647,NPDES,ORR10E647,DOLLAR GENERAL STORE - AUMSVILLE,44.840744,-122.867342,17090007,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070048302
1853,NPDES:ORR10E871,NPDES,ORR10E871,FLOWERS MEADOWS PHASE 2,44.839,-122.8554,17090007,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070228859
1858,NPDES:ORR10F314,NPDES,ORR10F314,HP CIVIL CONSTRUCTION BUILDING,44.85028,-122.8802,17090007,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070263030
1944,NPDES:ORR10E836,NPDES,ORR10E836,HIGGIN'S HANGARS,45.24853,-122.764,17090009,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070227225
1947,NPDES:ORU000324,NPDES,ORU000324,JORRITSMA DAIRY,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011003644
1963,NPDES:ORR10F610,NPDES,ORR10F610,MIDDLE AND PRIMARY SCHOOL PARKING LOTS,45.2125,-122.7958,17090009,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070527102
1964,NPDES:ORU000095,NPDES,ORU000095,MILKY WAY DAIRY,45.20498,-122.87751,17090007,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110006696995
1972,NPDES:ORR801558,NPDES,ORR801558,ODAV - AURORA STATE AIRPORT,45.23377,-122.75956,17090009,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069576667
1987,NPDES:ORR10E280,NPDES,ORR10E280,SMITH GARDENS 2015 GREENHOUSE ADDITIONS,45.25447,-122.77708,17090009,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069596681
1988,NPDES:ORR10D916,NPDES,ORR10D916,SOUTHEND AIRPARK 2014 HANGAR EXPANSION,45.2428,-122.7672,17090009,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069575542
2099,NPDES:ORR10E272,NPDES,ORR10E272,BAKER CITY ARMORY SITE IMPROVEMENTS,44.781719,-117.824713,17050203,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069596672
2109,NPDES:ORR10F827,NPDES,ORR10F827,BAKER CITY SOLAR PROJECT,44.712359,-117.756374,17050203,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070627904
2137,NPDES:OR0030988,NPDES,OR0030988,E & E MINE,44.83,-118.2,17050203,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110054901576
2152,NPDES:ORR10F243,NPDES,ORR10F243,GROCERY OUTLET - BAKER CITY,44.783899,-117.808162,17050203,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070227372
2194,NPDES:ORU000451,NPDES,ORU000451,PHILLIPS RANCH INC - FEEDLOT,44.840127,-117.527908,17050203,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110006696557
2245,NPDES:ORR103904,NPDES,ORR103904,BALLY BANDON SHEEP RANCH,43.2472,-124.3833,17100304,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069609418
2287,NPDES:ORR10F054,NPDES,ORR10F054,E. BEAVER HILL ROAD RE-ALIGNMENT,43.2034,-124.3034,17100305,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070231134
2305,NPDES:ORR10D850,NPDES,ORR10D850,OFF-CHANNEL WATER STORAGE RESERVOIR,43.11319,-124.39534,17100305,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069567775
2322,NPDES:ORR10F507,NPDES,ORR10F507,SHEEP RANCH GOLF COURSE,43.2201,-124.3965,17100304,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070502180
2345,NPDES:ORR10F668,NPDES,ORR10F668,43715 CLUTE,45.650702,-123.126398,17090010,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070625951
2346,NPDES:ORR10E699,NPDES,ORR10E699,44747 NW CEDAR CANYON RD,45.61805,-123.138892,17090010,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070048346
2348,NPDES:ORR10F352,NPDES,ORR10F352,ARBOR VILLAGE PHASE 3,45.6094,-123.1048,17090010,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070264095
2365,NPDES:ORR10F183,NPDES,ORR10F183,CROP RESIDENCE GRADING,45.64091,-123.11238,17090010,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070229923
2367,NPDES:ORU000300,NPDES,ORU000300,DANNY DAVE FARM,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011003458
2368,NPDES:ORR10E876,NPDES,ORR10E876,DEFC APPLEBEE DWELLING,45.64356,-123.082293,17090010,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070226875
2376,NPDES:ORR10F041,NPDES,ORR10F041,KILLIN WETLANDS ACCESS,45.61602,-123.1541,17090010,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070228094
2379,NPDES:ORR10F384,NPDES,ORR10F384,MALLER RIDGE,45.63239,-123.09082,17090010,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070266920
