,PGM_SYS_ACRNMS,PERMIT_TYPE,PERMID_ID,PRIMARY_NAME,LATITUDE83,LONGITUDE83,HUC_CODE,FRS_FACILITY_DETAIL_REPORT_URL
34518,NPDES:ORG750003,NPDES,ORG750003,ENVIROCLEAN (ABN),45.5081,-122.6817,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069572046
34522,NPDES:ORR10E031,NPDES,ORR10E031,ENVIRONMENTAL CAP AND STORMWATER REPAIRS AND IMPROVEMENTS,45.61509,-122.71229,17080001,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069591356
34595,NPDES:ORR507014,NPDES,ORR507014,ESCO CORPORATION,45.6269,-122.81786,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069603968
34683,NPDES:ORR10E497,NPDES,ORR10E497,ESTATES AT ABBEY CREEK,45.57401,-122.85045,17090010,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069578273
34691,NPDES:ORR807294,NPDES,ORR807294,ESTES EXPRESS LINES,45.56197,-122.52277,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069594344
34737,NPDES:ORR10F562,NPDES,ORR10F562,EVERETT HEIGHTS SUBDIVISION,45.48124,-122.72701,17090010,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070529975
34815,NPDES:ORG870046,NPDES,ORG870046,FAIRVIEW LAKE PROPERTY OWNERS ASSOCIATION,45.5081,-122.6817,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069579575
34946,NPDES:ORR807311,NPDES,ORR807311,"FED EX FREIGHT, INC - POR",45.59015,-122.65823,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069587370
34975,NPDES:ORR126002,NPDES,ORR126002,FEENAUGHTY MACHINERY COMPANY,45.57055,-122.61317,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069592024
35019,NPDES:ORR807307,NPDES,ORR807307,FERGUSON WATERWORKS,45.58834,-122.6932,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069589038
35020,NPDES:ORR10E125,NPDES,ORR10E125,FERGUSON WATERWORKS,45.5885,-122.6932,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069586184
35034,NPDES:ORR10F441,NPDES,ORR10F441,FERNHILL CROSSING,45.5695,-122.6188,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070266754
35061,NPDES:ORR10E425,NPDES,ORR10E425,FIELD OFFICE,45.53704,-122.68875,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069582455
35079,NPDES:ORR10E091,NPDES,ORR10E091,FINDLEY HEIGHTS,45.55287,-122.81056,17090010,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069596663
35207,NPDES:ORR117228,NPDES,ORR117228,FLEETPRIDE,45.58303,-122.6682,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069562896
35331,NPDES:ORR10F924,NPDES,ORR10F924,FORMER ESCO SITE DEMOLITION,45.53706,-122.70289,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070626943
35479,NPDES:ORR10E001,NPDES,ORR10E001,FRANKLIN HIGH SCHOOL MODERNIZATION AND ADDITIONS,45.5014,-122.60689,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069559944
35572,NPDES:ORR603293,NPDES,ORR603293,FREEWAY LAND II,45.47535,-122.55971,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069591150
35579,NPDES:ORR10E775,NPDES,ORR10E775,FREMONT AND MISSISSIPPI,45.54783,-122.67555,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070229305
35697,NPDES:ORR10D687,NPDES,ORR10D687,FULTON PUMP STATION REPLACEMENT,45.47297,-122.67149,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069583052
35712,NPDES:ORR803328,NPDES,ORR803328,G & R AUTO WRECKERS,45.60285,-122.7165,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069558838
36007,NPDES:ORR807199,NPDES,ORR807199,GERLOCK TOWING,45.5796,-122.63336,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069602228
36022,NPDES:ORR10E387,NPDES,ORR10E387,GET SPACE - PORTLAND & COLUMBIA,45.574963,-122.636727,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069563001
36023,NPDES:ORR10F096,NPDES,ORR10F096,GET SPACE P 82,45.46539,-122.57908,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070231934
36024,NPDES:ORR10F005,NPDES,ORR10F005,GET SPACE PDIV,45.50409,-122.53668,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070227946
36225,NPDES:ORR807305,NPDES,ORR807305,GOLDEN STATE FOODS,45.620279,-122.772434,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069600177
36350,NPDES:ORR10F825,NPDES,ORR10F825,GOVERNMENT ISLAND RESTORATION PROJECT,45.577,-122.5048,17080001,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070626501
36355,NPDES:ORR10F729,NPDES,ORR10F729,GP RIVERGATE - WAREHOUSE AND SITE IMPROVEMENTS,45.618981,-122.77985,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070627949
36362,NPDES:ORR10D990,NPDES,ORR10D990,GRACE HOLLOW PHASE 1,45.57397,-122.85449,17090010,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069560647
36411,NPDES:ORR10E849,NPDES,ORR10E849,GRANT HIGH SCHOOL MODERNIZATION,45.53816,-122.62601,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070161223
36412,NPDES:ORR10E631,NPDES,ORR10E631,GRANT PARK VILLAGE - PHASE II,45.53448,-122.63323,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070048289
36869,NPDES:ORR10F583,NPDES,ORR10F583,HALSEY 106,45.53352,-122.55355,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070530781
36896,NPDES:ORR10F693,NPDES,ORR10F693,HAMILTON WOODS SUBDIVISION,45.49079,-122.73766,17090010,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070625478
36934,NPDES:ORR807321,NPDES,ORR807321,"HAMPTON TREE FARMS, LLC",45.55814,-122.73169,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070226557
37027,NPDES:ORR10E678,NPDES,ORR10E678,HARBOR SKY APARTMENTS,45.603742,-122.677085,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070048326
37028,NPDES:ORR10F202,NPDES,ORR10F202,HARBORTON RESTORATION PROJECT,45.6137,-122.79911,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070231135
37144,NPDES:ORR127197,NPDES,ORR127197,HARRY'S FRESH FOODS,45.55406,-122.48088,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069609579
37150,NPDES:ORR10F623,NPDES,ORR10F623,HART'S CROSSING,45.522477,-122.525231,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070626841
37595,NPDES:ORR10F172,NPDES,ORR10F172,HIGHLANDS AT NORTH BETHANY PHASE 3,45.5758,-122.8475,17090010,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070229396
37660,NPDES:ORR10E861,NPDES,ORR10E861,HILTON HOME 2 SUITES,45.57362,-122.57802,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070229690
37788,NPDES:ORR10E380,NPDES,ORR10E380,HOLIDAY INN EXPRESS & SUITES AT CASCADE STATION,45.5754,-122.56565,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069593648
37815,NPDES:ORR10F509,NPDES,ORR10F509,HOLMAN 42,45.56908,-122.62026,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070504969
37956,NPDES:ORR10F190,NPDES,ORR10F190,HOSFORD FARMS,45.57712,-122.83722,17090010,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070231517
38252,NPDES:ORR10D887,NPDES,ORR10D887,HYATT HOUSE HOTEL,45.50667,-122.67248,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069580377
38393,NPDES:ORR10D723,NPDES,ORR10D723,INTERSTATE CROSSROADS DISTRIBUTION CENTER,45.55816,-122.49331,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069609472
38397,NPDES:ORR10D203,NPDES,ORR10D203,INTERSTATE RENOVATION PROJECT,45.53779,-122.6747,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069608927
38624,NPDES:ORR10E929,NPDES,ORR10E929,JANTZEN APARTMENTS,45.52695,-122.64547,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070227200
38627,NPDES:ORR10E736,NPDES,ORR10E736,JANTZEN BEACH CRACKER BARREL,45.61,-122.6822,17080001,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070048375
38799,NPDES:ORR10F156,NPDES,ORR10F156,JOHN ALDEN OLESON PARK,45.47808,-122.74704,17090010,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070231954
38802,NPDES:ORG870050,NPDES,ORG870050,JOHN DAY/THE DALLES/WILLAMETTE VALLEY PROJECTS,45.5081,-122.6817,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069561959
39031,NPDES:ORR607211,NPDES,ORR607211,JOPP ENERGY,45.601459,-122.763351,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070626694
39126,NPDES:ORR326017,NPDES,ORR326017,K.F. JACOBSEN ALBINA SITE,45.53915,-122.67987,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069605109
39151,NPDES:ORR10F150,NPDES,ORR10F150,KAISER BLOCK 80 PARKING GARAGE,45.53151,-122.66002,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070228958
39163,NPDES:ORR10E477,NPDES,ORR10E477,KAISER K5 ELEMENTARY SCHOOL,45.57712,-122.83722,17090010,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069583276
39344,NPDES:ORU000266,NPDES,ORU000266,KEHOE CO,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011003920
39378,NPDES:ORR10F200,NPDES,ORR10F200,KELLOGG MIDDLE SCHOOL,45.49744,-122.59118,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070231673
39592,NPDES:ORR10F436,NPDES,ORR10F436,KING & PARKS MULTI-FAMILY RESIDENCES,45.56965,-122.66136,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070265064
39737,NPDES:ORR323335,NPDES,ORR323335,KNIFE RIVER ANGELL QUARRY,45.62892,-122.82221,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069575249
39827,NPDES:ORR10F175,NPDES,ORR10F175,KOPPERS INC. NORTHWEST TERMINAL DEMOLITION,45.575854,-122.760153,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070231603
39983,NPDES:ORR10F732,NPDES,ORR10F732,KUNI LEXUS OF PORTLAND,45.53068,-122.63325,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070626614
40100,NPDES:ORG870035,NPDES,ORG870035,LAKE OSWEGO CORPORATION,45.5081,-122.6817,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069602255
40649,NPDES:ORG910062,NPDES,ORG910062,LEXUS OF PORTLAND,45.49776,-122.76767,17090010,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069598714
40823,NPDES:ORR607170,NPDES,ORR607170,LKQ FOSTER AUTO PARTS,45.47649,-122.55583,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069589163
41069,NPDES:ORR10F695,NPDES,ORR10F695,LUTHER ROAD HABITAT RESTORATION PROJECT,45.46115,-122.57996,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070628312
41143,NPDES:ORR10D927,NPDES,ORR10D927,MACADAM APARTMENTS,45.488396,-122.674973,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110067183103
41144,NPDES:ORU000315,NPDES,ORU000315,MACADAM BAY INC,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011003573
41277,NPDES:ORR10F799,NPDES,ORR10F799,MAJ PLACE - 181ST AND I-84,45.543852,-122.477328,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070627750
41302,NPDES:ORR10E518,NPDES,ORR10E518,MALETIS BEVERAGE,45.57329,-122.71047,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069564153
41303,NPDES:ORR807201,NPDES,ORR807201,MALETIS BEVERAGE,45.573097,-122.709185,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069576596
41435,NPDES:ORR109478,NPDES,ORR109478,MARINE VIEW APARTMENTS,45.603,-122.6753,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069573731
41460,NPDES:ORR807333,NPDES,ORR807333,MARKET EXPRESS LLC,45.59893,-122.66403,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070626594
41484,NPDES:ORR10E371,NPDES,ORR10E371,MARQUAM SUBSTATION,45.50462,-122.67575,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069559169
41625,NPDES:ORR10F718,NPDES,ORR10F718,MASON STREET AND 150TH COURT,45.55468,-122.50825,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070625719
41883,NPDES:ORR10F763,NPDES,ORR10F763,MCCARTHY CREEK PHASE 2 RESTORATION PROJECT,45.6568,-122.8504,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070626359
42182,NPDES:ORR10E650,NPDES,ORR10E650,MECHAM AIR CENTER,45.583703,-122.578417,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070048304
42324,NPDES:ORG870068,NPDES,ORG870068,METRO,45.52741,-122.66068,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069572206
42409,NPDES:ORR122192,NPDES,ORR122192,MG WAREHOUSE,45.59421,-122.70942,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069559828
42656,NPDES:ORR807315,NPDES,ORR807315,MITCHELL BROS TRUCK LINE INC,45.59687,-122.6736,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069565599
42682,NPDES:ORR10F581,NPDES,ORR10F581,MITSUBISHI FUSO,45.55468,-122.50825,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070528082
42709,NPDES:ORR10F074,NPDES,ORR10F074,MODERA GLISAN,45.527176,-122.685736,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070229711
42757,NPDES:ORR127242,NPDES,ORR127242,MONDELEZ - PORTLAND,45.59547,-122.67325,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070230829
42884,NPDES:ORR127225,NPDES,ORR127225,MORGAN CFS #2 CO.,45.63153,-122.74747,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069572787
43035,NPDES:ORR10E621,NPDES,ORR10E621,MT TABOR COMMONS,45.516279,-122.596484,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070048280
43100,NPDES:ORR100085,NPDES,ORR100085,MULTNOMAH COUNTY - TRANSPORTATION DIVISION,45.5081,-122.6817,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069603450
43103,NPDES:ORR10E687,NPDES,ORR10E687,MULTNOMAH COUNTY CENTRAL COURTHOUSE,45.51388,-122.6757,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070048334
43107,NPDES:ORR10F077,NPDES,ORR10F077,MULTNOMAH COUNTY HEALTH DEPARTMENT HEADQUARTERS,45.52735,-122.6766,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070227802
43122,NPDES:ORG870023,NPDES,ORG870023,MULTNOMAH COUNTY VECTOR CONTROL,45.5081,-122.6817,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069579566
43130,NPDES:ORR10E632,NPDES,ORR10E632,MULTNOMAH VILLAGE POINT,45.4737,-122.7026,17090010,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070048290
43229,NPDES:ORR10E409,NPDES,ORR10E409,N LOMBARD & N CHARLESTON APARTMENTS,45.58924,-122.75165,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069598260
43277,NPDES:ORG750004,NPDES,ORG750004,NATIONAL CAR RENTAL,45.5682,-122.54972,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069563252
43297,NPDES:ORR807320,NPDES,ORR807320,NAVIGATION BASE,45.56845,-122.71524,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070232335
43299,NPDES:ORR10E341,NPDES,ORR10E341,NAYA GENERATIONS IGC HOUSING,45.48497,-122.57497,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069601988
43306,NPDES:ORR10F254,NPDES,ORR10F254,NE 138TH LLC,45.55538,-122.52112,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070228029
43401,NPDES:ORR117235,NPDES,ORR117235,NESS AND CAMPBELL CRANE - NE 138TH,45.56379,-122.52113,17080001,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069593979
43426,NPDES:ORR10E344,NPDES,ORR10E344,NEW PPS FAUBION PK-8 SCHOOL WITH CONCORDIA UNIV. COE,45.56997,-122.63394,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069582874
43431,NPDES:ORR10F434,NPDES,ORR10F434,NEW STORAGE YARD,45.61255,-122.77418,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070265175
43499,NPDES:ORR10F577,NPDES,ORR10F577,NHA GLISAN HOUSING,45.52631,-122.56196,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070530506
43634,NPDES:ORR10E138,NPDES,ORR10E138,NORTH BETHANY CREEK NO 2,45.5686,-122.84,17090010,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069586905
43635,NPDES:ORR10F341,NPDES,ORR10F341,NORTH BETHANY CREST,45.5882,-122.84687,17090010,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070262878
43636,NPDES:ORR10E604,NPDES,ORR10E604,NORTH BETHANY PARK,45.56928,-122.83667,17090010,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069606073
43637,NPDES:ORR10D814,NPDES,ORR10D814,NORTH BETHANY RIDGE,45.5675,-122.8413,17090010,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069579272
43638,NPDES:ORR10E761,NPDES,ORR10E761,NORTH BETHANY RIDGE NO. 2 - TOWNHOMES,45.56924,-122.84357,17090010,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070229438
43660,NPDES:ORR10F591,NPDES,ORR10F591,NORTH WILLIAMS APARTMENTS,45.53826,-122.66671,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070528673
43712,NPDES:ORR10D893,NPDES,ORR10D893,NORTHWEST REGIONAL RE-ENTRY CENTER,45.56686,-122.58046,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069591873
43716,NPDES:ORR10E890,NPDES,ORR10E890,NORTHWEST SELF STORAGE HOSFORD,45.50488,-122.65931,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070231672
43748,NPDES:ORR233595,NPDES,ORR233595,NRI NORTHWEST RETREADERS,45.5371,-122.46747,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110066876456
43777,NPDES:ORR10E544,NPDES,ORR10E544,NW CONTAINER STORMWATER IMPROVEMENTS PHASE 2,45.60689,-122.7666,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069567490
43790,NPDES:ORR607200,NPDES,ORR607200,NWC PORT OF PORTLAND HONEYBUCKET,45.61877,-122.77944,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069576499
43861,NPDES:ORR10F813,NPDES,ORR10F813,OAK HARBOR TRUCKING,45.58734,-122.65238,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070624929
43867,NPDES:ORR10F367,NPDES,ORR10F367,OAKLEAF MANUFACTURED HOME PARK,45.56279,-122.61599,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070263196
43869,NPDES:ORR10F170,NPDES,ORR10F170,OAKS BOTTOM WILDLIFE REFUGE TIDAL RESTORATION,45.4768,-122.6572,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070228575
43873,NPDES:ORR10E979,NPDES,ORR10E979,OATFIELD ACRES SUBDIVISION,45.4283,-122.6321,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070231890
43883,NPDES:ORR603393,NPDES,ORR603393,OBRC,45.5498,-122.72052,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069590473
44020,NPDES:ORR10E677,NPDES,ORR10E677,OLIVER STATION,45.4793,-122.56861,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070048325
44137,NPDES:ORR10E740,NPDES,ORR10E740,OREGON CONVENTION CENTER HOTEL,45.5305,-122.6625,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070048379
44138,NPDES:ORR10F122,NPDES,ORR10F122,OREGON CONVENTION CENTER PARKING GARAGE,45.5304,-122.6625,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070228370
44178,NPDES:ORG870005,NPDES,ORG870005,OREGON PARKS & RECREATION DEPARTMENT,45.5081,-122.6817,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069595021
44203,NPDES:ORR10D363,NPDES,ORR10D363,OREGON ZOO NEW ELEPHANT HABITAT,45.507992,-122.717196,17090010,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110066882305
44204,NPDES:ORR10F258,NPDES,ORR10F258,"OREGON ZOO POLAR BEAR, PRIMATES, AND RHINO",45.507992,-122.717196,17090010,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070231456
44233,NPDES:ORR607197,NPDES,ORR607197,ORRCO,45.61459,-122.71092,17080001,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069606162
44298,NPDES:ORR10F058,NPDES,ORR10F058,OVERLOOK APARTMENTS,45.55323,-122.6798,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070229621
44371,NPDES:ORR10F158,NPDES,ORR10F158,PACIFIC NORTHWEST SELF STORAGE,45.572691,-122.625141,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070228446
44372,NPDES:ORR10F532,NPDES,ORR10F532,PACIFIC NORTHWEST STORAGE - POWELL,45.49748,-122.6004,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070506754
44375,NPDES:ORR10F688,NPDES,ORR10F688,PACIFIC NW STORAGE - DIVISION,45.50451,-122.4983,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070627010
44427,NPDES:ORR113626,NPDES,ORR113626,PACWEST MACHINERY,45.55426,-122.52072,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069593737
44518,NPDES:ORR10F692,NPDES,ORR10F692,PAPE DITCH WITCH,45.60206,-122.74167,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070627903
44531,NPDES:ORR10E994,NPDES,ORR10E994,PARCEL 3,45.509414,-122.675025,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070231459
44729,NPDES:ORR10D727,NPDES,ORR10D727,PCC ROCK CREEK BUILDING 5,45.56301,-122.86054,17090010,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069565964
44735,NPDES:ORR200069,NPDES,ORR200069,"PCC STRUCTURALS, INC. - TITANIUM BUSINESS SATELLITE (TBS)",45.45762,-122.59677,17090012,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069486899
